792	0.849
548	0.822
43	0.896
793	0.959
44	0.951
294	0.589
794	0.972
424	0.086
677	0.006
175	0.553
45	0.777
922	0.128
46	0.901
795	0.591
549	0.393
47	0.91
550	0.853
678	0.316
48	0.833
176	0.343
49	0.964
425	0.12
295	0.026
796	0.502
50	0.931
679	0.726
51	0.964
177	0.792
426	0.845
551	0.532
52	0.936
923	0.074
797	0.707
427	0.857
53	0.935
178	0.773
924	0.917
798	0.891
428	0.887
799	0.942
179	0.796
54	0.748
296	0.247
297	0.971
680	0.271
681	0.93
429	0.529
552	0.001
925	0.152
682	0.684
926	0.95
55	0.249
800	0.069
298	0.193
180	0.018
430	0.317
56	0.749
801	0.803
431	0.939
432	0.973
802	0.844
553	0.133
57	0.683
299	0.559
300	0.924
927	0.157
803	0.787
683	0.004
181	0.271
554	0.548
804	0.769
58	0.549
805	0.919
555	0.749
433	0.141
806	0.913
434	0.949
807	0.944
301	0.225
684	0.317
59	0.518
808	0.898
928	0.103
60	0.951
556	0.579
809	0.856
435	0.671
182	0.017
557	0.901
436	0.878
183	0.927
302	0.492
558	0.917
685	0.466
437	0.929
303	0.98
810	0.615
438	0.909
304	0.752
439	0.836
559	0.561
929	0.055
61	0.096
811	0.622
812	0.947
560	0.847
561	0.976
184	0.156
686	0.045
687	0.912
813	0.421
305	0.098
440	0.117
930	0.211
62	0.183
931	0.947
441	0.899
814	0.589
185	0.069
306	0.555
562	0.004
442	0.64
815	0.895
688	0.225
307	0.881
563	0.809
308	0.929
63	0.253
932	0.361
309	0.969
689	0.816
690	0.766
691	0.975
692	0.923
564	0.311
186	0.0
816	0.163
64	0.352
443	0.004
693	0.884
310	0.289
565	0.825
817	0.819
65	0.845
187	0.794
311	0.954
444	0.923
818	0.969
933	0.055
188	0.931
189	0.943
934	0.823
66	0.623
190	0.915
566	0.527
819	0.625
694	0.432
312	0.498
313	0.944
695	0.765
67	0.568
696	0.958
445	0.046
567	0.455
68	0.88
935	0.303
191	0.32
446	0.936
697	0.836
568	0.809
569	0.975
698	0.809
936	0.729
69	0.698
192	0.741
820	0.051
314	0.214
937	0.948
699	0.939
570	0.838
447	0.561
938	0.882
571	0.968
315	0.838
821	0.771
448	0.877
822	0.848
193	0.49
939	0.754
316	0.747
70	0.341
940	0.873
194	0.764
823	0.694
449	0.516
824	0.972
195	0.928
572	0.261
317	0.57
700	0.003
196	0.921
825	0.706
71	0.172
701	0.577
72	0.889
941	0.097
702	0.917
942	0.946
450	0.093
73	0.857
703	0.856
943	0.87
573	0.018
318	0.021
574	0.977
197	0.0
826	0.079
451	0.656
198	0.942
575	0.847
827	0.892
199	0.687
74	0.043
704	0.001
944	0.098
828	0.487
452	0.303
319	0.019
75	0.835
945	0.919
453	0.931
705	0.827
200	0.502
576	0.087
946	0.875
201	0.973
320	0.794
321	0.923
947	0.721
76	0.373
577	0.527
77	0.981
454	0.323
578	0.894
829	0.015
455	0.901
706	0.187
579	0.916
456	0.943
457	0.97
707	0.848
202	0.077
830	0.723
948	0.36
708	0.946
458	0.902
831	0.951
322	0.062
949	0.95
709	0.968
832	0.94
950	0.951
323	0.866
203	0.639
78	0.162
580	0.299
324	0.764
459	0.516
460	0.962
204	0.66
461	0.93
205	0.894
710	0.274
711	0.988
833	0.181
462	0.815
951	0.173
581	0.431
712	0.908
463	0.97
952	0.965
834	0.903
835	0.976
953	0.912
79	0.003
325	0.222
713	0.798
206	0.333
836	0.666
582	0.387
80	0.648
326	0.488
837	0.748
954	0.375
714	0.437
838	0.967
715	0.961
839	0.978
464	0.003
840	0.974
81	0.547
583	0.525
955	0.781
327	0.703
465	0.935
328	0.956
329	0.964
956	0.768
207	0.011
330	0.949
466	0.664
584	0.355
716	0.005
82	0.106
841	0.09
957	0.344
331	0.363
585	0.692
717	0.855
718	0.958
586	0.856
719	0.969
208	0.092
842	0.608
209	0.963
332	0.638
83	0.505
467	0.028
843	0.797
958	0.386
210	0.762
587	0.573
959	0.936
844	0.864
84	0.587
588	0.796
960	0.817
468	0.418
85	0.88
589	0.941
720	0.115
961	0.906
333	0.208
211	0.331
845	0.426
334	0.731
469	0.458
846	0.763
470	0.941
86	0.266
962	0.261
590	0.01
721	0.099
591	0.978
847	0.532
471	0.624
335	0.381
87	0.669
212	0.137
592	0.945
336	0.929
88	0.926
848	0.829
472	0.81
89	0.869
849	0.814
722	0.451
90	0.861
963	0.142
723	0.858
337	0.399
850	0.727
964	0.705
338	0.814
213	0.0
593	0.01
965	0.925
724	0.54
594	0.95
473	0.0
91	0.281
851	0.536
92	0.985
474	0.971
852	0.98
475	0.935
853	0.875
476	0.936
477	0.973
339	0.309
595	0.518
478	0.967
214	0.196
966	0.21
93	0.383
725	0.138
340	0.686
967	0.888
726	0.983
968	0.959
94	0.826
854	0.29
727	0.969
969	0.969
95	0.959
215	0.554
728	0.949
596	0.294
216	0.966
597	0.921
96	0.719
97	0.916
479	0.001
970	0.475
341	0.022
598	0.512
480	0.732
217	0.332
481	0.961
855	0.0
218	0.922
729	0.019
219	0.918
730	0.963
220	0.936
342	0.46
731	0.903
221	0.926
732	0.925
98	0.0
599	0.26
971	0.0
99	0.964
343	0.678
100	0.909
482	0.207
733	0.757
222	0.63
856	0.103
483	0.957
101	0.92
484	0.986
734	0.895
102	0.971
857	0.917
858	0.968
735	0.902
600	0.287
103	0.666
104	0.955
485	0.51
972	0.052
344	0.127
223	0.229
736	0.389
859	0.189
860	0.949
601	0.093
224	0.433
602	0.863
105	0.07
345	0.152
486	0.002
973	0.0
737	0.16
106	0.84
861	0.434
974	0.959
107	0.893
862	0.766
108	0.9
603	0.481
225	0.309
863	0.971
346	0.404
864	0.949
347	0.969
109	0.821
865	0.966
110	0.825
348	0.773
975	0.239
487	0.015
976	0.972
738	0.004
349	0.78
739	0.947
740	0.982
866	0.368
604	0.071
488	0.618
226	0.058
111	0.503
350	0.663
489	0.865
227	0.828
977	0.403
867	0.704
228	0.972
351	0.867
978	0.963
490	0.832
229	0.958
868	0.908
605	0.524
491	0.956
979	0.859
741	0.336
980	0.888
230	0.614
606	0.645
112	0.076
742	0.62
231	0.897
607	0.887
232	0.968
352	0.07
492	0.246
608	0.711
353	0.94
869	0.0
609	0.956
354	0.962
113	0.438
981	0.217
610	0.94
493	0.599
743	0.277
494	0.964
744	0.959
982	0.658
495	0.919
233	0.095
355	0.467
